ID Type Location PackSize FlowDur FlowRate Protocol SourceIP DestIP SourcePort DestPort ConnCount AnomScore ReputScore TrustLevel Attack
2 Edge 3 201 11 148 UDP 192.168.1.22 192.168.1.10 23928 30776 24 0.5 80 87 0
4 Edge 3 471 14 15 UDP 192.168.1.5 192.168.1.10 23373 44159 14 2 80 91 0
4 Sensor 4 267 20 64 UDP 192.168.1.16 192.168.1.24 10935 25116 30 1.7 83 100 0
1 Sensor 4 181 1.1 16100 UDP 192.168.1.20 192.168.1.9 6741 25046 16 3 38 34 1
2 Sensor 2 131 12 147 TCP 192.168.1.23 192.168.1.22 3941 39538 33 0.6 83 95 0
4 Sensor 1 72 16 147 UDP 192.168.1.8 192.168.1.11 23913 25409 27 0.9 88 94 0
2 Edge 3 341 14 61 UDP 192.168.1.19 192.168.1.16 8284 25396 16 1 92 88 0
4 Edge 4 1437 1.5 78 UDP 192.168.1.17 192.168.1.11 19492 41688 16 2.6 36 37 1
4 Sensor 4 208 13 71 TCP 192.168.1.8 192.168.1.16 2374 34352 33 1.2 84 83 0
4 Edge 2 239 17 102 TCP 192.168.1.9 192.168.1.21 22296 43100 33 0 99 97 0
2 Edge 4 297 16 111 UDP 192.168.1.24 192.168.1.16 14847 28918 38 1.2 80 81 0
2 Edge 3 393 10 179 UDP 192.168.1.23 192.168.1.24 24397 46054 25 1.8 96 98 0
3 Edge 2 346 17 116 UDP 192.168.1.24 192.168.1.11 24772 39615 11 0.2 95 95 0
1 Edge 1 210 14 36 UDP 192.168.1.16 192.168.1.16 7065 33224 22 1.8 90 90 0
2 Sensor 2 405 14 164 UDP 192.168.1.15 192.168.1.4 16997 33267 37 0.4 86 85 0
1 Sensor 3 177 10 91 TCP 192.168.1.8 192.168.1.3 39852 30072 28 2.9 33 45 1
3 Edge 3 137 16 71 TCP 192.168.1.20 192.168.1.9 2775 37693 20 1 97 93 0
1 Sensor 3 283 15 94 UDP 192.168.1.8 192.168.1.8 8254 41808 18 1.8 88 93 0
2 Sensor 3 174 16 63 TCP 192.168.1.14 192.168.1.8 17609 43251 33 0.2 87 96 0
4 Sensor 1 174 20 134 UDP 192.168.1.3 192.168.1.17 4570 26355 19 1.3 81 85 0
3 Edge 4 319 1.6 11966 UDP 192.168.1.23 192.168.1.2 3271 36671 19 2.5 39 26 1
1 Sensor 3 420 12 183 UDP 192.168.1.17 192.168.1.23 11634 25465 10 0.5 87 82 0
1 Sensor 2 364 15 188 UDP 192.168.1.21 192.168.1.14 10590 39201 40 0.5 96 97 0
3 Edge 4 158 12 40 UDP 192.168.1.7 192.168.1.7 15110 40233 36 2 85 80 0
1 Edge 4 1145 1.8 167 TCP 192.168.1.20 192.168.1.5 6281 27667 29 3 35 29 1
2 Sensor 2 72 17 85 TCP 192.168.1.7 192.168.1.22 17834 42652 16 1.5 90 97 0
3 Sensor 2 456 17 62 UDP 192.168.1.5 192.168.1.15 10326 44845 15 1.2 98 88 0
1 Sensor 1 439 19 50 TCP 192.168.1.3 192.168.1.6 2517 36402 22 0.5 100 94 0
1 Edge 4 345 19 54 TCP 192.168.1.11 192.168.1.12 12394 39441 24 1.9 88 86 0
3 Sensor 3 474 17 155 TCP 192.168.1.22 192.168.1.9 22830 29368 12 1.6 89 95 0
3 Edge 1 106 16 65 TCP 192.168.1.8 192.168.1.16 10360 45608 33 2 84 84 0
2 Sensor 3 407 15 22 UDP 192.168.1.3 192.168.1.17 24569 34099 35 0.4 82 91 0
2 Edge 1 357 15 195 UDP 192.168.1.10 192.168.1.14 11417 46635 35 0.1 81 91 0
3 Sensor 4 312 17 161 TCP 192.168.1.14 192.168.1.2 11844 44980 39 1.1 98 82 0
2 Sensor 3 242 11 141 UDP 192.168.1.19 192.168.1.5 20235 43209 33 1.5 85 85 0
4 Edge 2 390 11 168 UDP 192.168.1.5 192.168.1.18 23007 48652 22 1.6 100 91 0
1 Sensor 3 294 10 27 UDP 192.168.1.16 192.168.1.18 20017 39425 37 1.6 94 97 0
4 Sensor 2 77 19 58 UDP 192.168.1.12 192.168.1.6 24090 26857 30 0 92 92 0
3 Edge 1 297 13 61 UDP 192.168.1.17 192.168.1.19 14224 48251 21 0.6 87 96 0
4 Edge 3 358 13 45 UDP 192.168.1.16 192.168.1.13 18095 32870 21 0.8 84 83 0
3 Edge 1 160 17 148 UDP 192.168.1.20 192.168.1.11 31466 29222 14 3 34 41 1
2 Edge 1 1373 1.9 156 TCP 192.168.1.15 192.168.1.17 8891 42146 13 2.6 36 33 1
3 Sensor 4 206 1.5 14905 UDP 192.168.1.19 192.168.1.16 17640 25839 10 2.5 31 43 1
3 Sensor 2 225 18 46 UDP 192.168.1.4 192.168.1.8 5489 41998 37 0.1 92 89 0
4 Edge 3 195 20 66 UDP 192.168.1.15 192.168.1.14 4002 42887 24 1.7 85 80 0
1 Edge 3 293 17 29 UDP 192.168.1.8 192.168.1.3 18996 40134 37 0.7 88 92 0
2 Edge 3 177 17 35 UDP 192.168.1.17 192.168.1.22 23380 36446 13 1 99 97 0
4 Sensor 2 437 16 187 UDP 192.168.1.5 192.168.1.20 10540 33059 28 1.9 86 99 0
1 Sensor 3 393 11 28 TCP 192.168.1.11 192.168.1.16 3621 40719 25 1.9 80 97 0
1 Sensor 2 70 15 86 TCP 192.168.1.22 192.168.1.11 17612 46662 39 0.2 100 81 0
3 Sensor 4 354 18 184 UDP 192.168.1.24 192.168.1.10 21530 45710 24 0.5 94 99 0
1 Edge 4 389 19 98 UDP 192.168.1.16 192.168.1.23 3627 37287 33 1.3 84 86 0
3 Sensor 4 366 15 181 UDP 192.168.1.7 192.168.1.17 15246 33997 37 0.9 98 100 0
4 Sensor 3 188 15 77 TCP 192.168.1.20 192.168.1.19 23972 45533 25 1.1 85 95 0
4 Sensor 1 240 19 24 TCP 192.168.1.22 192.168.1.15 17202 36472 31 1.1 96 88 0
3 Edge 4 446 12 127 TCP 192.168.1.13 192.168.1.16 7109 29617 26 1.1 86 99 0
3 Sensor 1 228 16 47 UDP 192.168.1.6 192.168.1.22 17349 36865 32 0.4 83 88 0
2 Sensor 3 130 20 63 UDP 192.168.1.15 192.168.1.24 12819 14684 40 2.6 36 33 1
4 Sensor 2 359 10 179 UDP 192.168.1.5 192.168.1.18 20709 43391 23 1.1 81 95 0
3 Edge 1 1510 1.6 200 UDP 192.168.1.16 192.168.1.2 7306 47153 12 2.6 37 39 1
2 Edge 2 272 18 74 TCP 192.168.1.20 192.168.1.2 14332 28991 12 1.6 100 81 0
3 Edge 2 480 15 28 TCP 192.168.1.13 192.168.1.20 5195 41807 32 0.1 88 82 0
2 Sensor 3 264 17 164 UDP 192.168.1.7 192.168.1.11 12257 41275 12 1.3 88 85 0
2 Edge 4 269 20 22 TCP 192.168.1.2 192.168.1.11 48614 45631 26 2.5 31 38 1
4 Edge 3 75 16 193 TCP 192.168.1.16 192.168.1.22 15454 30137 35 1.8 84 94 0
4 Edge 1 271 1.1 14877 UDP 192.168.1.20 192.168.1.12 15035 48160 17 2.5 30 44 1
3 Edge 4 394 17 95 TCP 192.168.1.23 192.168.1.19 6644 33754 12 0.5 98 98 0
4 Edge 4 214 12 148 TCP 192.168.1.5 192.168.1.12 21803 44668 32 1.7 91 85 0
3 Sensor 3 83 14 95 TCP 192.168.1.15 192.168.1.18 17915 30228 33 1.7 100 88 0
3 Edge 1 357 13 18 UDP 192.168.1.24 192.168.1.9 1991 37834 17 0.1 100 99 0
1 Sensor 2 374 15 71 TCP 192.168.1.10 192.168.1.6 22692 32513 38 0.7 87 80 0
1 Sensor 1 292 13 30 UDP 192.168.1.22 192.168.1.19 1565 30816 37 0.8 85 92 0
2 Sensor 1 126 15 53 TCP 192.168.1.22 192.168.1.13 14490 28294 13 1.7 86 96 0
3 Edge 2 406 11 127 UDP 192.168.1.21 192.168.1.3 22137 41097 22 1.7 97 84 0
3 Sensor 3 214 13 117 UDP 192.168.1.16 192.168.1.24 10302 40223 18 1.1 84 93 0
4 Edge 4 1105 1 55 TCP 192.168.1.5 192.168.1.5 2564 46811 39 2.8 30 43 1
3 Edge 3 400 20 138 TCP 192.168.1.18 192.168.1.4 4868 33336 39 1.7 99 80 0
4 Sensor 1 91 18 183 TCP 192.168.1.21 192.168.1.13 14643 32394 12 1.6 85 98 0
2 Edge 3 505 20 128 UDP 192.168.1.6 192.168.1.2 1108 36180 24 0.8 97 84 0
3 Edge 1 350 15 155 UDP 192.168.1.15 192.168.1.7 11523 26241 32 0.1 87 88 0
3 Edge 4 215 14 147 TCP 192.168.1.16 192.168.1.2 3106 28740 22 0 95 98 0
4 Edge 4 405 12 182 UDP 192.168.1.20 192.168.1.19 2287 44733 24 1.5 89 96 0
4 Edge 1 92 14 183 UDP 192.168.1.12 192.168.1.9 21685 46440 19 1.8 100 93 0
2 Sensor 2 126 10 160 UDP 192.168.1.10 192.168.1.4 12773 36217 20 0.2 82 81 0
1 Sensor 4 311 10 58 TCP 192.168.1.4 192.168.1.2 19215 25066 34 0.5 99 93 0
2 Sensor 1 136 18 35 UDP 192.168.1.23 192.168.1.3 22017 45775 23 1.9 97 100 0
3 Edge 1 165 2 17267 UDP 192.168.1.6 192.168.1.5 33774 48922 36 2.9 32 33 1
2 Sensor 2 282 19 70 UDP 192.168.1.7 192.168.1.8 17209 36913 14 1.8 100 98 0
4 Edge 2 448 16 15 TCP 192.168.1.18 192.168.1.4 23094 9342 17 2.8 37 37 1
4 Sensor 3 214 19 63 TCP 192.168.1.4 192.168.1.2 8066 28466 38 2 86 81 0
4 Edge 4 427 14 143 UDP 192.168.1.9 192.168.1.6 8508 35746 27 0.4 92 89 0
1 Edge 4 1390 1.9 149 UDP 192.168.1.17 192.168.1.6 2687 44695 11 2.8 30 33 1
1 Edge 3 317 13 50 TCP 192.168.1.11 192.168.1.3 3937 44365 29 0.6 94 98 0
1 Sensor 1 204 17 198 TCP 192.168.1.2 192.168.1.12 12581 27805 28 1.2 100 89 0
4 Sensor 1 198 15 142 UDP 192.168.1.5 192.168.1.2 5120 27369 16 1.5 93 100 0
2 Sensor 2 483 15 131 UDP 192.168.1.11 192.168.1.23 16692 46572 14 1.4 95 93 0
1 Edge 2 78 11 143 TCP 192.168.1.9 192.168.1.15 13667 36306 23 0.6 95 93 0
3 Edge 1 354 13 193 TCP 192.168.1.11 192.168.1.5 11337 42562 31 0.6 90 100 0
3 Edge 1 304 12 106 UDP 192.168.1.11 192.168.1.20 19880 26775 30 1.9 98 92 0
3 Sensor 1 246 12 188 UDP 192.168.1.6 192.168.1.23 24735 33433 14 0.1 92 82 0
1 Edge 2 441 17 113 UDP 192.168.1.6 192.168.1.19 23191 45043 23 1.8 90 80 0
1 Edge 4 157 20 58 UDP 192.168.1.24 192.168.1.22 22345 46387 12 0.6 92 96 0
4 Sensor 4 363 13 33 UDP 192.168.1.18 192.168.1.16 16750 45072 30 1.8 81 80 0
3 Sensor 4 80 11 139 UDP 192.168.1.16 192.168.1.19 20311 32273 19 1.9 95 91 0
3 Sensor 1 1138 1.9 129 TCP 192.168.1.19 192.168.1.24 48444 33633 30 3 39 39 1
1 Sensor 2 392 16 200 UDP 192.168.1.22 192.168.1.23 15856 33479 20 1 88 88 0
2 Edge 4 262 12 126 UDP 192.168.1.7 192.168.1.4 17970 47634 33 1.5 93 100 0
3 Edge 3 234 19 137 UDP 192.168.1.13 192.168.1.12 5844 40341 10 1.1 95 89 0
2 Sensor 3 442 17 186 TCP 192.168.1.13 192.168.1.10 4259 47672 14 0.9 89 89 0
3 Edge 4 170 10 181 TCP 192.168.1.23 192.168.1.15 1580 46982 30 1.4 88 97 0
4 Edge 1 391 1.8 14011 UDP 192.168.1.21 192.168.1.24 7896 32809 33 3 37 42 1
2 Edge 1 305 13 168 UDP 192.168.1.5 192.168.1.9 1862 35636 37 0.1 83 96 0
4 Edge 1 128 17 149 UDP 192.168.1.12 192.168.1.7 23181 38653 24 0.4 92 94 0
2 Edge 3 289 17 144 UDP 192.168.1.5 192.168.1.24 23515 26229 10 0.6 80 96 0
4 Sensor 4 391 16 124 UDP 192.168.1.23 192.168.1.22 5893 41255 10 1.2 98 85 0
2 Sensor 4 433 20 164 TCP 192.168.1.20 192.168.1.7 8089 32569 40 1.5 89 95 0
1 Edge 4 307 13 148 TCP 192.168.1.19 192.168.1.15 19052 44588 17 0.5 97 91 0
3 Sensor 4 292 20 49 UDP 192.168.1.6 192.168.1.12 20429 2699 26 2.7 37 33 1
1 Sensor 2 287 12 29 TCP 192.168.1.12 192.168.1.4 11653 34414 32 1.1 87 88 0
1 Sensor 1 85 10 186 UDP 192.168.1.19 192.168.1.22 13694 44065 38 1.1 82 84 0
2 Edge 2 1119 1.9 98 UDP 192.168.1.4 192.168.1.24 4222 25576 37 3 39 43 1
4 Sensor 2 434 15 70 UDP 192.168.1.13 192.168.1.10 5978 27777 39 0.3 86 80 0
3 Sensor 1 453 12 109 UDP 192.168.1.4 192.168.1.12 17765 29628 17 0.5 81 86 0
1 Edge 2 347 17 144 UDP 192.168.1.20 192.168.1.12 8711 48579 15 0.3 96 89 0
4 Edge 3 464 14 60 TCP 192.168.1.18 192.168.1.21 15095 29043 23 1.9 91 91 0
4 Sensor 1 403 17 127 TCP 192.168.1.13 192.168.1.2 47436 48925 39 3 39 27 1
1 Sensor 1 130 10 140 UDP 192.168.1.24 192.168.1.6 18853 45604 17 1.3 88 86 0
4 Sensor 2 223 13 153 TCP 192.168.1.3 192.168.1.12 20022 40758 10 0.1 87 88 0
4 Edge 4 350 14 61 TCP 192.168.1.3 192.168.1.7 12741 35750 40 0.7 82 90 0
2 Sensor 1 288 19 186 TCP 192.168.1.15 192.168.1.2 13325 33764 10 1.9 92 84 0
2 Edge 4 418 12 129 TCP 192.168.1.2 192.168.1.13 16936 28377 229 2.7 37 31 1
3 Sensor 4 336 12 144 UDP 192.168.1.20 192.168.1.12 12939 42010 13 1.3 92 92 0
1 Edge 3 121 12 122 UDP 192.168.1.7 192.168.1.6 3925 35751 33 1.7 98 80 0
1 Sensor 3 90 1.8 10656 TCP 192.168.1.3 192.168.1.13 2298 43670 14 2.9 38 36 1
1 Sensor 3 369 10 64 UDP 192.168.1.14 192.168.1.17 9494 31836 28 0.9 93 94 0
3 Edge 4 418 12 87 UDP 192.168.1.14 192.168.1.17 6879 41961 29 0.1 80 85 0
3 Sensor 4 227 12 133 UDP 192.168.1.17 192.168.1.22 16575 25762 24 1.7 95 91 0
1 Sensor 4 502 18 150 UDP 192.168.1.9 192.168.1.22 16263 38141 17 0.9 84 89 0
3 Edge 4 278 19 101 UDP 192.168.1.8 192.168.1.24 11055 33693 11 1.9 82 98 0
3 Edge 4 346 12 58 UDP 192.168.1.4 192.168.1.14 8759 48414 34 0.9 81 99 0
2 Edge 4 188 13 167 UDP 192.168.1.5 192.168.1.6 20727 47908 18 0.1 99 82 0
3 Edge 3 382 17 125 TCP 192.168.1.8 192.168.1.8 12251 41473 35 1.7 91 89 0
3 Sensor 2 240 15 136 UDP 192.168.1.22 192.168.1.4 6713 11020 29 2.8 31 32 1
4 Sensor 3 175 14 154 UDP 192.168.1.5 192.168.1.17 8503 26632 31 1.2 91 90 0
4 Edge 1 365 14 185 UDP 192.168.1.4 192.168.1.6 16879 38311 15 0.9 94 89 0
2 Edge 1 248 19 42 UDP 192.168.1.4 192.168.1.9 16006 39134 38 0.6 88 95 0
1 Edge 4 143 14 67 UDP 192.168.1.23 192.168.1.4 4548 26239 10 1.2 95 86 0
3 Sensor 1 382 11 126 UDP 192.168.1.58 192.168.1.9 35947 45158 18 2.7 37 31 1
1 Sensor 2 1141 1.5 21 TCP 192.168.1.38 192.168.1.17 18181 45940 40 2.5 40 42 1
4 Sensor 3 297 13 20 TCP 192.168.1.6 192.168.1.2 16330 36351 38 1 99 80 0
3 Sensor 4 205 11 131 UDP 192.168.1.9 192.168.1.4 10194 43296 25 1.2 100 95 0
3 Edge 3 463 20 86 UDP 192.168.1.6 192.168.1.21 12678 42893 34 1.5 100 89 0
4 Sensor 3 354 12 143 UDP 192.168.1.23 192.168.1.20 7739 36935 23 0.3 96 91 0
4 Sensor 4 472 15 130 TCP 192.168.1.15 192.168.1.10 12900 31033 20 0.4 86 85 0
1 Sensor 4 507 17 130 TCP 192.168.1.10 192.168.1.17 18536 43121 10 1.6 89 92 0
1 Edge 4 377 19 70 TCP 192.168.1.22 192.168.1.7 8712 48829 34 0.1 86 82 0
1 Sensor 3 257 15 98 UDP 192.168.1.20 192.168.1.13 21440 47803 10 0.8 86 80 0
3 Sensor 4 123 18 121 UDP 192.168.1.15 192.168.1.9 14571 32637 17 2 86 88 0
1 Sensor 4 81 12 163 UDP 192.168.1.9 192.168.1.3 12802 33217 19 0.8 95 90 0
1 Edge 4 380 19 178 UDP 192.168.1.15 192.168.1.4 18221 46522 28 0 95 100 0
4 Edge 3 375 18 98 TCP 192.168.1.13 192.168.1.5 12904 41323 12 0.8 86 92 0
1 Edge 1 462 10 24 TCP 192.168.1.3 192.168.1.23 13072 34862 25 0.7 83 87 0
2 Sensor 3 177 16 131 UDP 192.168.1.9 192.168.1.2 23678 30991 20 0.4 98 99 0
3 Edge 4 327 12 89 TCP 192.168.1.23 192.168.1.11 19493 38719 31 1.5 87 95 0
2 Edge 2 73 17 196 TCP 192.168.1.11 192.168.1.11 12682 49041 40 1.8 85 85 0
1 Edge 3 422 19 14 UDP 192.168.1.22 192.168.1.4 11311 11238 21 2.6 34 25 1
4 Edge 3 83 18 22 TCP 192.168.1.23 192.168.1.15 1614 41346 14 1.2 96 94 0
4 Edge 2 306 20 100 TCP 192.168.1.23 192.168.1.9 16495 47942 33 0.8 86 98 0
3 Sensor 4 505 16 154 TCP 192.168.1.6 192.168.1.9 42496 26465 12 2.6 33 41 1
4 Edge 4 185 18 158 UDP 192.168.1.2 192.168.1.21 20275 32183 22 0 84 86 0
2 Sensor 4 174 12 16 TCP 192.168.1.16 192.168.1.19 23326 44001 19 0.2 94 97 0
3 Sensor 2 1351 1 115 UDP 192.168.1.76 192.168.1.3 3903 38398 20 2.5 32 38 1
3 Sensor 1 79 12 160 TCP 192.168.1.21 192.168.1.2 1879 42754 35 1.2 83 99 0
2 Edge 3 223 20 31 UDP 192.168.1.10 192.168.1.4 5063 25981 28 0 87 89 0
1 Sensor 3 87 20 85 UDP 192.168.1.8 192.168.1.3 14996 39961 23 1.5 83 82 0
2 Edge 3 131 15 62 TCP 192.168.1.24 192.168.1.9 9715 30236 25 1.1 91 83 0
3 Edge 2 123 17 173 TCP 192.168.1.9 192.168.1.10 24153 25778 14 0.1 97 96 0
1 Sensor 3 461 18 145 TCP 192.168.1.18 192.168.1.4 21061 36627 32 1.8 83 97 0
1 Edge 3 225 19 45 UDP 192.168.1.14 192.168.1.13 9886 34875 17 0.9 86 90 0
1 Edge 2 372 19 151 UDP 192.168.1.7 192.168.1.5 8271 29702 15 1.5 88 97 0
2 Edge 1 335 20 190 TCP 192.168.1.12 192.168.1.8 14914 43827 36 1.1 95 94 0
3 Edge 3 317 14 101 UDP 192.168.1.5 192.168.1.19 10092 31279 30 0.8 98 100 0
1 Edge 2 268 12 24 UDP 192.168.1.16 192.168.1.15 6306 27113 11 0.5 90 94 0
2 Sensor 1 67 11 109 UDP 192.168.1.8 192.168.1.13 17417 44846 33 1.3 100 83 0
4 Sensor 3 395 10 135 TCP 192.168.1.10 192.168.1.21 20994 41498 15 0.9 87 85 0
1 Sensor 1 344 17 85 UDP 192.168.1.3 192.168.1.5 8736 45205 14 1.7 100 80 0
4 Edge 3 122 17 111 UDP 192.168.1.20 192.168.1.8 18849 40053 29 1.2 89 92 0
2 Sensor 1 189 13 59 UDP 192.168.1.19 192.168.1.18 13438 28753 38 1.1 95 83 0
1 Edge 3 355 20 198 TCP 192.168.1.24 192.168.1.3 4405 32732 13 1.5 91 97 0
4 Sensor 2 150 13 38 TCP 192.168.1.14 192.168.1.24 11213 26228 12 0.9 95 93 0
1 Edge 4 239 12 189 UDP 192.168.1.12 192.168.1.19 17120 46354 18 0.9 94 100 0
2 Edge 4 122 20 39 UDP 192.168.1.5 192.168.1.4 17189 39746 10 0.5 87 94 0
2 Edge 2 416 18 53 TCP 192.168.1.9 192.168.1.16 7318 43077 230 3 35 33 1
2 Sensor 4 466 12 13 TCP 192.168.1.16 192.168.1.2 2064 46157 37 0.3 89 88 0
4 Sensor 3 214 11 12 UDP 192.168.1.2 192.168.1.6 30011 42512 22 2.9 38 45 1
2 Sensor 4 1384 1.6 107 UDP 192.168.1.87 192.168.1.19 13662 31549 25 2.8 38 28 1
2 Edge 4 380 19 44 TCP 192.168.1.5 192.168.1.10 3174 42093 25 1.1 100 92 0
2 Edge 1 147 11 52 TCP 192.168.1.11 192.168.1.15 3852 26754 30 1.9 83 94 0
2 Edge 1 200 11 55 UDP 192.168.1.24 192.168.1.3 4026 32223 34 1.3 83 99 0
1 Sensor 1 222 11 196 UDP 192.168.1.24 192.168.1.17 20543 32838 24 0.2 100 80 0
3 Edge 2 312 18 138 UDP 192.168.1.7 192.168.1.15 18060 41167 25 1.8 91 94 0
3 Edge 2 75 15 123 UDP 192.168.1.18 192.168.1.11 1602 25863 29 0.6 84 89 0
1 Sensor 2 500 16 93 UDP 192.168.1.13 192.168.1.20 24965 48036 40 0.9 89 82 0
1 Sensor 1 253 13 128 UDP 192.168.1.7 192.168.1.13 13305 37389 14 1 82 88 0
1 Sensor 2 422 20 150 TCP 192.168.1.9 192.168.1.19 3125 26720 27 0.8 82 94 0
4 Sensor 1 296 14 120 UDP 192.168.1.17 192.168.1.3 21235 43143 38 0.2 90 85 0
1 Edge 2 260 13 195 UDP 192.168.1.24 192.168.1.24 12751 26653 38 0.7 83 83 0
1 Edge 1 352 11 136 UDP 192.168.1.15 192.168.1.4 10731 38993 40 0.7 100 98 0
4 Sensor 1 391 18 195 TCP 192.168.1.24 192.168.1.8 1232 43747 39 1.5 100 89 0
2 Edge 1 362 11 38 TCP 192.168.1.24 192.168.1.6 18808 43842 24 1.6 91 91 0
1 Edge 2 306 13 149 UDP 192.168.1.21 192.168.1.24 11389 27272 25 0.2 97 82 0
4 Edge 4 313 16 143 UDP 192.168.1.11 192.168.1.23 21079 37589 17 1.7 97 80 0
2 Edge 2 163 12 179 UDP 192.168.1.14 192.168.1.12 1485 40240 29 1.4 81 92 0
2 Edge 3 356 11 84 UDP 192.168.1.22 192.168.1.6 9345 34922 34 1.4 86 82 0
3 Sensor 3 248 12 15 UDP 192.168.1.12 192.168.1.14 8935 37904 16 1.6 86 92 0
3 Sensor 4 459 15 96 TCP 192.168.1.5 192.168.1.9 23441 34374 23 1.9 93 93 0
4 Edge 4 454 13 146 TCP 192.168.1.7 192.168.1.21 5429 32028 33 1.5 99 99 0
3 Sensor 3 512 12 131 UDP 192.168.1.21 192.168.1.10 18124 33829 22 0.8 85 82 0
1 Sensor 2 341 16 62 TCP 192.168.1.21 192.168.1.10 12345 33385 33 0.8 99 92 0
2 Sensor 4 1043 1.8 168 UDP 192.168.1.10 192.168.1.14 21944 45680 16 2.5 34 39 1
2 Edge 2 202 11 160 UDP 192.168.1.7 192.168.1.14 19455 35883 13 1.9 100 85 0
1 Sensor 3 283 19 132 UDP 192.168.1.20 192.168.1.17 21855 45004 21 2 80 91 0
1 Sensor 2 113 16 152 UDP 192.168.1.23 192.168.1.6 24660 38306 36 1.8 90 94 0
1 Edge 3 478 16 105 UDP 192.168.1.16 192.168.1.23 6240 42471 26 0.6 96 96 0
4 Edge 2 457 16 71 TCP 192.168.1.11 192.168.1.20 10205 27241 12 1.6 82 95 0
1 Sensor 2 69 15 32 TCP 192.168.1.10 192.168.1.22 16056 38805 28 1.9 81 82 0
3 Sensor 4 77 12 146 UDP 192.168.1.2 192.168.1.23 6000 27603 18 0.7 96 80 0
4 Sensor 1 66 12 162 TCP 192.168.1.2 192.168.1.22 12916 28403 25 1.4 88 84 0
1 Edge 4 324 18 72 TCP 192.168.1.24 192.168.1.4 18624 35507 10 2 96 82 0
1 Sensor 3 310 17 48 TCP 192.168.1.16 192.168.1.18 20510 32620 39 0.5 91 82 0
1 Edge 3 311 1.6 14771 TCP 192.168.1.2 192.168.1.23 3528 39184 26 2.5 30 44 1
3 Sensor 4 199 17 88 UDP 192.168.1.15 192.168.1.22 16019 37514 11 0.7 88 87 0
4 Edge 1 417 13 64 UDP 192.168.1.17 192.168.1.7 14658 34215 32 0.3 83 98 0
3 Sensor 3 309 13 128 TCP 192.168.1.16 192.168.1.11 16908 43668 32 1.5 89 95 0
1 Sensor 1 408 12 47 UDP 192.168.1.20 192.168.1.15 5362 45242 30 0.5 99 90 0
4 Edge 2 205 12 86 UDP 192.168.1.19 192.168.1.16 13015 30384 13 0 96 83 0
2 Sensor 3 1178 2 176 UDP 192.168.1.72 192.168.1.8 23300 47846 38 2.9 37 43 1
4 Sensor 3 440 10 115 UDP 192.168.1.24 192.168.1.24 23110 27069 21 0.1 95 91 0
3 Edge 2 74 11 191 UDP 192.168.1.18 192.168.1.24 11950 46069 37 0.5 85 86 0
4 Edge 3 67 10 53 UDP 192.168.1.9 192.168.1.7 21753 31011 20 1.4 92 88 0
2 Edge 4 460 15 67 UDP 192.168.1.22 192.168.1.11 8003 46980 25 1.1 92 98 0
4 Edge 2 490 20 117 TCP 192.168.1.2 192.168.1.18 17474 17877 279 2.6 36 28 1
1 Sensor 4 341 15 64 UDP 192.168.1.10 192.168.1.8 7312 33625 20 1.8 100 95 0
4 Sensor 2 128 10 125 UDP 192.168.1.23 192.168.1.14 22114 40539 20 1.6 86 81 0
2 Edge 3 271 10 78 UDP 192.168.1.10 192.168.1.3 21881 35537 31 1.1 86 88 0
3 Edge 2 296 12 163 UDP 192.168.1.15 192.168.1.20 11446 28504 12 1.7 97 88 0
3 Edge 2 149 17 145 UDP 192.168.1.7 192.168.1.6 12693 28803 21 1 95 100 0
2 Sensor 4 311 20 61 UDP 192.168.1.15 192.168.1.16 1129 47987 37 0.2 95 85 0
4 Sensor 2 497 13 42 TCP 192.168.1.3 192.168.1.16 16255 35313 13 0.6 98 80 0
2 Sensor 4 1226 1.8 181 TCP 192.168.1.13 192.168.1.24 11622 44227 21 2.8 34 30 1
4 Sensor 2 64 12 49 UDP 192.168.1.23 192.168.1.23 17228 40751 27 0.3 99 81 0
4 Edge 4 449 18 169 UDP 192.168.1.17 192.168.1.8 10419 25060 17 1.5 86 93 0
1 Sensor 4 355 12 129 UDP 192.168.1.20 192.168.1.2 24686 42637 18 1.2 93 94 0
1 Sensor 3 161 11 91 TCP 192.168.1.3 192.168.1.2 8922 44334 33 1.3 90 96 0
3 Sensor 2 223 17 99 TCP 192.168.1.23 192.168.1.18 20375 42386 34 0.2 92 100 0
1 Edge 2 354 18 61 TCP 192.168.1.21 192.168.1.13 10681 43826 35 1.6 90 100 0
3 Sensor 1 511 18 15 UDP 192.168.1.16 192.168.1.9 6181 43837 11 1.7 100 97 0
4 Sensor 4 394 10 21 UDP 192.168.1.10 192.168.1.22 7231 42511 22 1.1 83 100 0
2 Sensor 2 354 14 75 UDP 192.168.1.24 192.168.1.21 7858 43177 28 0.1 90 83 0
2 Edge 2 311 13 94 UDP 192.168.1.13 192.168.1.4 17989 26483 32 2 93 88 0
1 Edge 4 379 1.7 12886 TCP 192.168.1.16 192.168.1.40 2614 43903 26 3 30 39 1
4 Edge 2 1293 1.4 23 TCP 192.168.1.14 192.168.1.22 14703 25905 19 2.9 37 30 1
2 Sensor 1 289 19 46 UDP 192.168.1.24 192.168.1.22 16756 48804 12 1.5 95 100 0
2 Edge 3 419 20 133 TCP 192.168.1.10 192.168.1.12 6224 38310 35 1.8 98 87 0
1 Edge 1 433 12 171 TCP 192.168.1.24 192.168.1.24 11742 45711 37 0.9 84 96 0
